JAVA;100;seq;LIKEE;1;12;533496;123140
JAVA;200;seq;LIKEE;1;111;603698;179372
JAVA;500;seq;LIKEE;1;111;718011;285863
JAVA;1000;seq;LIKEE;1;112;1078892;315252
JAVA;2000;seq;LIKEE;1;1111;1842229;825217
JAVA;5000;seq;LIKEE;1;1111;2827024;2258489
JAVA;7500;seq;LIKEE;1;1111;4701510;2842274
JAVA;10000;seq;LIKEE;1;1112;5992118;4073346
JAVA;15000;seq;LIKEE;1;6112;6931538;5061156
JAVA;20000;seq;LIKEE;1;11111;10245852;6530299
JAVA;25000;seq;LIKEE;1;11111;11961610;6783760
JAVA;30000;seq;LIKEE;1;11111;12807544;9285761
JAVA;40000;seq;LIKEE;1;11111;17589530;10731625
JAVA;50000;seq;LIKEE;1;11111;19835323;13120605
JAVA;75000;seq;LIKEE;1;11111;28877978;19887025
JAVA;100000;seq;LIKEE;1;11112;36158928;27962814
JAVA;150000;seq;LIKEE;1;61112;50811398;41294153
