DB;100;seq;LIKEE;1000;0;117346616;412866
DB;200;seq;LIKEE;1000;0;88377714;331160
DB;500;seq;LIKEE;1000;0;121262755;372467
DB;1000;seq;LIKEE;1000;1;102114151;581965
DB;2000;seq;LIKEE;1000;1;83574513;1016345
DB;5000;seq;LIKEE;1000;1;118208988;1723678
DB;7500;seq;LIKEE;1000;1;106392933;1749808
DB;10000;seq;LIKEE;1000;2;112801562;2043177
DB;15000;seq;LIKEE;1000;11;118280836;3563323
DB;20000;seq;LIKEE;1000;11;113041523;4322165
DB;25000;seq;LIKEE;1000;11;107811179;5232534
DB;30000;seq;LIKEE;1000;11;108992023;5877215
DB;40000;seq;LIKEE;1000;11;117673665;7689347
DB;50000;seq;LIKEE;1000;11;131293407;9516937
DB;75000;seq;LIKEE;1000;11;135588215;13931761
DB;100000;seq;LIKEE;1000;12;146764396;18519882
DB;150000;seq;LIKEE;1000;111;151038992;27744566
DB;200000;seq;LIKEE;1000;111;126600506;39794977
DB;250000;seq;LIKEE;1000;111;137344904;49131604
DB;500000;seq;LIKEE;1000;111;196899849;95605551
DB;1000000;seq;LIKEE;1000;112;293714215;189742210
