DB;100;seq;LIKEE;1;12;85722869;2430349
DB;200;seq;LIKEE;1;111;107741892;4721586
DB;500;seq;LIKEE;1;111;91296836;4748529
DB;1000;seq;LIKEE;1;112;79524751;3989020
DB;2000;seq;LIKEE;1;1111;97814364;12013278
DB;5000;seq;LIKEE;1;1111;89596081;10955965
DB;7500;seq;LIKEE;1;1111;92072061;9998787
DB;10000;seq;LIKEE;1;1112;131861743;10772755
DB;15000;seq;LIKEE;1;6112;202154152;40390095
DB;20000;seq;LIKEE;1;11111;189456159;67440065
DB;25000;seq;LIKEE;1;11111;180874997;71527801
DB;30000;seq;LIKEE;1;11111;223632486;77809218
DB;40000;seq;LIKEE;1;11111;194818719;78898604
DB;50000;seq;LIKEE;1;11111;214339608;70288513
DB;75000;seq;LIKEE;1;11111;183296351;74687395
DB;100000;seq;LIKEE;1;11112;268437041;87458211
DB;150000;seq;LIKEE;1;61112;642194779;866151253
