DB;100;seq;LIKEE;10;2;117704283;549492
DB;200;seq;LIKEE;10;11;119430163;1666459
DB;500;seq;LIKEE;10;11;111035225;1137211
DB;1000;seq;LIKEE;10;12;105981207;1026454
DB;2000;seq;LIKEE;10;111;122037735;2128038
DB;5000;seq;LIKEE;10;111;113894859;2657041
DB;7500;seq;LIKEE;10;111;109379837;3200265
DB;10000;seq;LIKEE;10;112;111754559;3667559
DB;15000;seq;LIKEE;10;1111;114945092;14309463
DB;20000;seq;LIKEE;10;1111;128218973;11407896
DB;25000;seq;LIKEE;10;1111;121557819;14166535
DB;30000;seq;LIKEE;10;1111;123386477;12685197
DB;40000;seq;LIKEE;10;1111;109956921;15432464
DB;50000;seq;LIKEE;10;1111;152149126;15728376
DB;75000;seq;LIKEE;10;1111;145958718;19303550
DB;100000;seq;LIKEE;10;1112;148193434;26224294
DB;150000;seq;LIKEE;10;11111;270906831;87159323
DB;200000;seq;LIKEE;10;11111;188535400;98467732
DB;250000;seq;LIKEE;10;11111;227943549;105436894
DB;500000;seq;LIKEE;10;11111;282816459;147774436
DB;1000000;seq;LIKEE;10;11112;723034567;242667658
