JAVA;100;seq;LIKEE;10;2;423487;65717
JAVA;200;seq;LIKEE;10;11;450577;113167
JAVA;500;seq;LIKEE;10;11;869767;304744
JAVA;1000;seq;LIKEE;10;12;1044488;603005
JAVA;2000;seq;LIKEE;10;111;1848902;1076474
JAVA;5000;seq;LIKEE;10;111;5665968;2109763
JAVA;7500;seq;LIKEE;10;111;4330274;3082276
JAVA;10000;seq;LIKEE;10;112;6399409;3996689
JAVA;15000;seq;LIKEE;10;1111;6827560;4808654
JAVA;20000;seq;LIKEE;10;1111;9314166;7054316
JAVA;25000;seq;LIKEE;10;1111;10075060;6673149
JAVA;30000;seq;LIKEE;10;1111;12650155;8563432
JAVA;40000;seq;LIKEE;10;1111;17736042;11056400
JAVA;50000;seq;LIKEE;10;1111;20962406;12990851
JAVA;75000;seq;LIKEE;10;1111;28463029;19879890
JAVA;100000;seq;LIKEE;10;1112;35637391;27347431
JAVA;150000;seq;LIKEE;10;11111;46135063;39980585
JAVA;200000;seq;LIKEE;10;11111;61888404;53480881
JAVA;250000;seq;LIKEE;10;11111;73131683;65762814
JAVA;500000;seq;LIKEE;10;11111;140976487;128655970
JAVA;1000000;seq;LIKEE;10;11112;268438020;257491443
