JAVA;100;seq;LIKEE;10;2;374782;275103
JAVA;200;seq;LIKEE;10;11;481069;119252
JAVA;500;seq;LIKEE;10;11;676624;118490
JAVA;1000;seq;LIKEE;10;12;1187499;536804
JAVA;2000;seq;LIKEE;10;111;1903661;704579
JAVA;5000;seq;LIKEE;10;111;2930371;1550374
JAVA;7500;seq;LIKEE;10;111;6126597;3362162
JAVA;10000;seq;LIKEE;10;112;6396892;4108325
JAVA;15000;seq;LIKEE;10;1111;7679787;4945271
JAVA;20000;seq;LIKEE;10;1111;10661538;7210867
JAVA;25000;seq;LIKEE;10;1111;10440612;6142394
JAVA;30000;seq;LIKEE;10;1111;13969752;9135700
JAVA;40000;seq;LIKEE;10;1111;17531301;11028466
JAVA;50000;seq;LIKEE;10;1111;20456813;12617729
JAVA;75000;seq;LIKEE;10;1111;34901002;19896637
JAVA;100000;seq;LIKEE;10;1112;35140317;27013049
JAVA;150000;seq;LIKEE;10;11111;44096062;38871002
JAVA;200000;seq;LIKEE;10;11111;59026161;52965902
JAVA;250000;seq;LIKEE;10;11111;81079042;65592228
JAVA;500000;seq;LIKEE;10;11111;155397588;128621025
