DB;Uprava zamestnance 5k;3759.589302
DB;Uprava zamestnance 6k;3910.937779
DB;Uprava zamestnance 7k;3954.612343
DB;Uprava zamestnance 8k;4186.112402
DB;Uprava zamestnance 9k;4384.590198
DB;Uprava zamestnance 10k;4529.236854
DB;Uprava zamestnance 11k;4627.346841
DB;Uprava zamestnance 12k;4840.262567
DB;Uprava zamestnance 13k;5084.431647
DB;Uprava zamestnance 14k;5252.418312
DB;Uprava zamestnance 15k;5347.864453
DB;Uprava zamestnance 16k;5603.590291
DB;Uprava zamestnance 17k;5754.134332
DB;Uprava zamestnance 18k;6032.001975
DB;Uprava zamestnance 19k;6265.524388
DB;Uprava zamestnance 20k;6329.334535
DB;Uprava zamestnance 21k;6537.946227
DB;Uprava zamestnance 22k;6788.043569
DB;Uprava zamestnance 23k;6978.653691
DB;Uprava zamestnance 24k;7115.350343
DB;Uprava zamestnance 25k;7300.872697
DB;Uprava zamestnance 26k;7482.562027
DB;Uprava zamestnance 27k;7730.034804
DB;Uprava zamestnance 28k;7966.191441
DB;Uprava zamestnance 29k;8129.936997
DB;Uprava zamestnance 30k;8297.370812
DB;Uprava zamestnance 31k;8505.350485
DB;Uprava zamestnance 32k;8689.182620
DB;Uprava zamestnance 33k;8992.017763
DB;Uprava zamestnance 34k;9130.323108
DB;Uprava zamestnance 35k;9324.480972
DB;Uprava zamestnance 36k;9548.969524
DB;Uprava zamestnance 37k;9749.621354
DB;Uprava zamestnance 38k;9948.013295
DB;Uprava zamestnance 39k;10107.787097
DB;Uprava zamestnance 40k;10194.322989
