DB;100;seq;LIKEE;10;2;84323973;497822
DB;200;seq;LIKEE;10;11;77728968;1588194
DB;500;seq;LIKEE;10;11;97927744;2499673
DB;1000;seq;LIKEE;10;12;114776547;3415632
DB;2000;seq;LIKEE;10;111;92004665;3954296
DB;5000;seq;LIKEE;10;111;168591653;3120900
DB;7500;seq;LIKEE;10;111;108413716;3751225
DB;10000;seq;LIKEE;10;112;107763639;3626638
DB;15000;seq;LIKEE;10;1111;119848879;12357884
DB;20000;seq;LIKEE;10;1111;118081022;13715936
DB;25000;seq;LIKEE;10;1111;97954526;13158840
DB;30000;seq;LIKEE;10;1111;104038606;14192915
DB;40000;seq;LIKEE;10;1111;87729702;17252524
DB;50000;seq;LIKEE;10;1111;122215082;18367697
DB;75000;seq;LIKEE;10;1111;137232196;21155702
DB;100000;seq;LIKEE;10;1112;147211292;26383929
DB;150000;seq;LIKEE;10;11111;177464788;86119688
DB;200000;seq;LIKEE;10;11111;204602123;117100858
DB;250000;seq;LIKEE;10;11111;300834110;113031351
DB;500000;seq;LIKEE;10;11111;275298185;159755481
DB;1000000;seq;LIKEE;10;11112;361549949;271489869
