4048;100;seq;LIKEE;1;393876614;
4048;100;seq;LIKEE;1;383521716;
4048;100;seq;LIKEE;1;394214596;
4048;100;seq;LIKEE;1;327828307;
4048;100;seq;LIKEE;1;394103756;
4048;500;seq;LIKEE;1;462157280;
4048;500;seq;LIKEE;1;368861171;
4048;500;seq;LIKEE;1;289156441;
4048;500;seq;LIKEE;1;353434776;
4048;500;seq;LIKEE;1;403788736;
4048;1000;seq;LIKEE;1;381047010;
4048;1000;seq;LIKEE;1;392644707;
4048;1000;seq;LIKEE;1;403486848;
4048;1000;seq;LIKEE;1;399848931;
4048;1000;seq;LIKEE;1;388128107;
4048;2000;seq;LIKEE;1;361500648;
4048;2000;seq;LIKEE;1;393669477;
4048;2000;seq;LIKEE;1;349983130;
4048;2000;seq;LIKEE;1;338583112;
4048;2000;seq;LIKEE;1;302558831;
4048;5000;seq;LIKEE;1;370671206;
4048;5000;seq;LIKEE;1;386591440;
4048;5000;seq;LIKEE;1;394861315;
4048;5000;seq;LIKEE;1;418290888;
4048;5000;seq;LIKEE;1;370665371;
4048;7500;seq;LIKEE;1;405485997;
4048;7500;seq;LIKEE;1;416144177;
4048;7500;seq;LIKEE;1;363669497;
4048;7500;seq;LIKEE;1;392392650;
4048;7500;seq;LIKEE;1;395011089;
4048;10000;seq;LIKEE;1;399078375;
4048;10000;seq;LIKEE;1;428586040;
4048;10000;seq;LIKEE;1;375307295;
4048;10000;seq;LIKEE;1;379681178;
4048;10000;seq;LIKEE;1;396898525;
4048;20000;seq;LIKEE;1;449587390;
4048;20000;seq;LIKEE;1;427527954;
4048;20000;seq;LIKEE;1;426882986;
4048;20000;seq;LIKEE;1;393159751;
4048;20000;seq;LIKEE;1;399524093;
4048;30000;seq;LIKEE;1;493977628;
4048;30000;seq;LIKEE;1;460363742;
4048;30000;seq;LIKEE;1;438547354;
4048;30000;seq;LIKEE;1;465327627;
4048;30000;seq;LIKEE;1;427101168;
4048;50000;seq;LIKEE;1;527124088;
4048;50000;seq;LIKEE;1;512302444;
4048;50000;seq;LIKEE;1;559236335;
4048;50000;seq;LIKEE;1;482882298;
4048;50000;seq;LIKEE;1;444445686;
4048;75000;seq;LIKEE;1;561838734;
4048;75000;seq;LIKEE;1;594163686;
4048;75000;seq;LIKEE;1;583289247;
4048;75000;seq;LIKEE;1;592389345;
4048;75000;seq;LIKEE;1;570644856;
4048;100000;seq;LIKEE;1;670584697;
4048;100000;seq;LIKEE;1;633012722;
4048;100000;seq;LIKEE;1;717229957;
4048;100000;seq;LIKEE;1;692053198;
4048;100000;seq;LIKEE;1;675349371;
4048;200000;seq;LIKEE;1;954993639;
4048;200000;seq;LIKEE;1;960524569;
4048;200000;seq;LIKEE;1;993749931;
4048;200000;seq;LIKEE;1;979947933;
4048;200000;seq;LIKEE;1;902565776;
4048;250000;seq;LIKEE;1;1162687664;
4048;250000;seq;LIKEE;1;1153929522;
4048;250000;seq;LIKEE;1;1274396943;
4048;250000;seq;LIKEE;1;1240566111;
4048;250000;seq;LIKEE;1;1228353487;
