1024;100;seq;LIKEE;10;393935778;
1024;100;seq;LIKEE;10;394715847;
1024;100;seq;LIKEE;10;347304453;
1024;100;seq;LIKEE;10;373764051;
1024;100;seq;LIKEE;10;343413550;
1024;500;seq;LIKEE;10;312278546;
1024;500;seq;LIKEE;10;389022779;
1024;500;seq;LIKEE;10;395730427;
1024;500;seq;LIKEE;10;382379899;
1024;500;seq;LIKEE;10;437084613;
1024;1000;seq;LIKEE;10;389575294;
1024;1000;seq;LIKEE;10;341762030;
1024;1000;seq;LIKEE;10;347554743;
1024;1000;seq;LIKEE;10;393263249;
1024;1000;seq;LIKEE;10;374616489;
1024;2000;seq;LIKEE;10;326725633;
1024;2000;seq;LIKEE;10;313651238;
1024;2000;seq;LIKEE;10;338916714;
1024;2000;seq;LIKEE;10;328929423;
1024;2000;seq;LIKEE;10;352381330;
1024;5000;seq;LIKEE;10;396264637;
1024;5000;seq;LIKEE;10;382649273;
1024;5000;seq;LIKEE;10;371571114;
1024;5000;seq;LIKEE;10;352892104;
1024;5000;seq;LIKEE;10;371490226;
1024;7500;seq;LIKEE;10;405246143;
1024;7500;seq;LIKEE;10;357592043;
1024;7500;seq;LIKEE;10;357460749;
1024;7500;seq;LIKEE;10;370058447;
1024;7500;seq;LIKEE;10;371812932;
1024;10000;seq;LIKEE;10;358569589;
1024;10000;seq;LIKEE;10;339060040;
1024;10000;seq;LIKEE;10;340875828;
1024;10000;seq;LIKEE;10;347030046;
1024;10000;seq;LIKEE;10;371867837;
1024;20000;seq;LIKEE;10;826454723;
1024;20000;seq;LIKEE;10;374275223;
1024;20000;seq;LIKEE;10;392136341;
1024;20000;seq;LIKEE;10;394016172;
1024;20000;seq;LIKEE;10;415682321;
1024;30000;seq;LIKEE;10;427473798;
1024;30000;seq;LIKEE;10;487845995;
1024;30000;seq;LIKEE;10;427947594;
1024;30000;seq;LIKEE;10;462060048;
1024;30000;seq;LIKEE;10;461739453;
1024;50000;seq;LIKEE;10;505059990;
1024;50000;seq;LIKEE;10;529054136;
1024;50000;seq;LIKEE;10;492882500;
1024;50000;seq;LIKEE;10;493107136;
1024;50000;seq;LIKEE;10;526830974;
1024;75000;seq;LIKEE;10;593691263;
1024;75000;seq;LIKEE;10;606466476;
1024;75000;seq;LIKEE;10;574774982;
1024;75000;seq;LIKEE;10;560292691;
1024;75000;seq;LIKEE;10;593638535;
1024;100000;seq;LIKEE;10;715081241;
1024;100000;seq;LIKEE;10;682038347;
1024;100000;seq;LIKEE;10;716137729;
1024;100000;seq;LIKEE;10;724395849;
1024;100000;seq;LIKEE;10;741239456;
1024;200000;seq;LIKEE;10;861079653;
1024;200000;seq;LIKEE;10;929901334;
1024;200000;seq;LIKEE;10;926370410;
1024;200000;seq;LIKEE;10;858687175;
1024;200000;seq;LIKEE;10;869530193;
1024;250000;seq;LIKEE;10;1053492048;
1024;250000;seq;LIKEE;10;1046038417;
1024;250000;seq;LIKEE;10;1114390032;
1024;250000;seq;LIKEE;10;1108985570;
1024;250000;seq;LIKEE;10;1126872165;
