256;DB;100;seq;LIKEE;1;12;383259754;4255720
256;DB;200;seq;LIKEE;1;111;408586166;9367095
256;DB;500;seq;LIKEE;1;111;397297101;10950963
256;DB;1000;seq;LIKEE;1;112;407601685;9208558
256;DB;2000;seq;LIKEE;1;1111;435449539;18179845
256;DB;5000;seq;LIKEE;1;1111;459901848;19437103
256;DB;7500;seq;LIKEE;1;1111;464974435;22707331
256;DB;10000;seq;LIKEE;1;1112;485301627;20765291
256;DB;15000;seq;LIKEE;1;6112;590132333;56939011
256;DB;20000;seq;LIKEE;1;11111;738432042;102214376
256;DB;25000;seq;LIKEE;1;11111;745254990;105640820
256;DB;30000;seq;LIKEE;1;11111;736283067;102360659
256;DB;40000;seq;LIKEE;1;11111;799303509;102507586
256;DB;50000;seq;LIKEE;1;11111;802177528;117229166
256;DB;75000;seq;LIKEE;1;11111;928897290;116275239
256;DB;100000;seq;LIKEE;1;11112;1134653536;113074460
256;DB;150000;seq;LIKEE;1;61112;1956818244;1643375849
