JAVA;100;seq;LIKE;1;20;757137;136637
JAVA;200;seq;LIKE;1;119;533121;97693
JAVA;500;seq;LIKE;1;176;848829;136387
JAVA;1000;seq;LIKE;1;272;1158745;341319
JAVA;2000;seq;LIKE;1;1271;1907196;533730
JAVA;5000;seq;LIKE;1;2084;3164829;2236732
JAVA;7500;seq;LIKE;1;2802;4809397;3261693
JAVA;10000;seq;LIKE;1;3440;5638387;3815852
JAVA;15000;seq;LIKE;1;8440;7003890;4458348
JAVA;20000;seq;LIKE;1;13439;9446524;6121561
JAVA;25000;seq;LIKE;1;15523;13765256;6338020
JAVA;30000;seq;LIKE;1;16878;13737673;8030409
JAVA;40000;seq;LIKE;1;20317;17732395;10755532
JAVA;50000;seq;LIKE;1;23756;24038740;14002064
JAVA;75000;seq;LIKE;1;32718;29473518;20915285
JAVA;100000;seq;LIKE;1;40952;38176459;27526115
JAVA;150000;seq;LIKE;1;90952;48332727;40976281
JAVA;200000;seq;LIKE;1;140951;58544636;53469350
JAVA;250000;seq;LIKE;1;164707;70851369;65134347
