DB;100;seq;LIKE;1;20;114784640;4998116
DB;200;seq;LIKE;1;119;138106410;4090722
DB;500;seq;LIKE;1;176;138456502;5344535
DB;1000;seq;LIKE;1;272;135353554;7155083
DB;2000;seq;LIKE;1;1271;165788073;11174938
DB;5000;seq;LIKE;1;2084;174101965;14384846
DB;7500;seq;LIKE;1;2802;172975261;17612083
DB;10000;seq;LIKE;1;3440;188733135;20128476
DB;15000;seq;LIKE;1;8440;207155193;50180481
DB;20000;seq;LIKE;1;13439;246461088;67732625
DB;25000;seq;LIKE;1;15523;267042561;89340625
DB;30000;seq;LIKE;1;16878;200650961;100231425
DB;40000;seq;LIKE;1;20317;361821251;110453113
DB;50000;seq;LIKE;1;23756;587549177;142287905
DB;75000;seq;LIKE;1;32718;750207252;177085680
DB;100000;seq;LIKE;1;40952;419458035;230066926
DB;150000;seq;LIKE;1;90952;1008067991;531203641
DB;200000;seq;LIKE;1;140951;1761587374;881478978
DB;250000;seq;LIKE;1;164707;1774536761;1204648654
DB;500000;seq;LIKE;1;263804;6518884644;2464770941
