JAVA;100;seq;LIKE;1;20;678156;130651
JAVA;200;seq;LIKE;1;119;868380;116463
JAVA;500;seq;LIKE;1;176;946540;364908
JAVA;1000;seq;LIKE;1;272;1059592;539608
JAVA;2000;seq;LIKE;1;1271;1917060;607047
JAVA;5000;seq;LIKE;1;2084;3892759;2224355
JAVA;7500;seq;LIKE;1;2802;4332250;3379045
JAVA;10000;seq;LIKE;1;3440;5780287;3960791
JAVA;15000;seq;LIKE;1;8440;7636127;4582933
JAVA;20000;seq;LIKE;1;13439;10218412;6765462
JAVA;25000;seq;LIKE;1;15523;10262788;6533918
JAVA;30000;seq;LIKE;1;16878;13284977;8095850
JAVA;40000;seq;LIKE;1;20317;19021095;11285310
JAVA;50000;seq;LIKE;1;23756;21729795;14240365
JAVA;75000;seq;LIKE;1;32718;30129053;20675601
JAVA;100000;seq;LIKE;1;40952;33990650;28181137
JAVA;150000;seq;LIKE;1;90952;47949297;41718625
JAVA;200000;seq;LIKE;1;140951;60630805;54296717
JAVA;250000;seq;LIKE;1;164707;86056415;66444187
JAVA;500000;seq;LIKE;1;263804;139911617;139263512
