DB;100;seq;LIKE;1;20;120075922;4904944
DB;200;seq;LIKE;1;119;130835448;5485296
DB;500;seq;LIKE;1;176;148218226;4484459
DB;1000;seq;LIKE;1;272;133162922;5183087
DB;2000;seq;LIKE;1;1271;164131150;11353802
DB;5000;seq;LIKE;1;2084;160550052;13684270
DB;7500;seq;LIKE;1;2802;158671346;18252123
DB;10000;seq;LIKE;1;3440;179021080;21795309
DB;15000;seq;LIKE;1;8440;196807333;48557819
DB;20000;seq;LIKE;1;13439;172181884;71298633
DB;25000;seq;LIKE;1;15523;188014757;89698473
DB;30000;seq;LIKE;1;16878;254811934;95916712
DB;40000;seq;LIKE;1;20317;345691853;105519024
DB;50000;seq;LIKE;1;23756;516352332;146841085
DB;75000;seq;LIKE;1;32718;744102219;177234510
DB;100000;seq;LIKE;1;40952;414469346;229311739
DB;150000;seq;LIKE;1;90952;784313504;548649763
DB;200000;seq;LIKE;1;140951;1752346495;1127678412
DB;250000;seq;LIKE;1;164707;1787326674;1324484458
DB;500000;seq;LIKE;1;263804;2162367996;3005601749
