DB;100;seq;LIKE;1;20;1095921310;4830239
DB;200;seq;LIKE;1;119;113423139;4565932
DB;500;seq;LIKE;1;176;124462648;4719874
DB;1000;seq;LIKE;1;272;127444496;9560329
DB;2000;seq;LIKE;1;1271;150195661;50662957
DB;5000;seq;LIKE;1;2084;170256621;36400549
DB;7500;seq;LIKE;1;2802;177976771;16735834
DB;10000;seq;LIKE;1;3440;185637970;19614300
DB;15000;seq;LIKE;1;8440;221188198;200456354
DB;20000;seq;LIKE;1;13439;222476034;106338147
DB;25000;seq;LIKE;1;15523;182387841;194412351
DB;30000;seq;LIKE;1;16878;363206553;121115161
DB;40000;seq;LIKE;1;20317;232089210;224745208
DB;50000;seq;LIKE;1;23756;334400042;199662791
DB;75000;seq;LIKE;1;32718;665689747;338871937
