DB;100;seq;LIKE;1;20;108066247;4227221
DB;200;seq;LIKE;1;119;145497206;5094931
DB;500;seq;LIKE;1;176;131631318;5774290
DB;1000;seq;LIKE;1;272;130162711;6171831
DB;2000;seq;LIKE;1;1271;103899756;9797649
DB;5000;seq;LIKE;1;2084;145355218;14944622
DB;7500;seq;LIKE;1;2802;136121399;17371126
DB;10000;seq;LIKE;1;3440;174269823;19209746
DB;15000;seq;LIKE;1;8440;196313961;48518644
DB;20000;seq;LIKE;1;13439;188298509;69198855
DB;25000;seq;LIKE;1;15523;271794448;88839646
DB;30000;seq;LIKE;1;16878;228869613;97009443
DB;40000;seq;LIKE;1;20317;364961588;117395832
DB;50000;seq;LIKE;1;23756;601750402;147103635
DB;75000;seq;LIKE;1;32718;744422529;227389236
DB;100000;seq;LIKE;1;40952;413987291;345452778
DB;150000;seq;LIKE;1;90952;3013112804;1080275980
DB;200000;seq;LIKE;1;140951;3760777618;1559266788
DB;250000;seq;LIKE;1;164707;2301818459;1535761729
