4048;100;seq;LIKEE;10;384507431;
4048;100;seq;LIKEE;10;348081361;
4048;100;seq;LIKEE;10;347591101;
4048;100;seq;LIKEE;10;348737612;
4048;100;seq;LIKEE;10;343050574;
4048;500;seq;LIKEE;10;376254485;
4048;500;seq;LIKEE;10;393587892;
4048;500;seq;LIKEE;10;383594107;
4048;500;seq;LIKEE;10;381043192;
4048;500;seq;LIKEE;10;382368639;
4048;1000;seq;LIKEE;10;408138741;
4048;1000;seq;LIKEE;10;393179829;
4048;1000;seq;LIKEE;10;393571353;
4048;1000;seq;LIKEE;10;403460372;
4048;1000;seq;LIKEE;10;394279684;
4048;2000;seq;LIKEE;10;404838399;
4048;2000;seq;LIKEE;10;328522706;
4048;2000;seq;LIKEE;10;347803655;
4048;2000;seq;LIKEE;10;331353711;
4048;2000;seq;LIKEE;10;346429900;
4048;5000;seq;LIKEE;10;357571570;
4048;5000;seq;LIKEE;10;373749011;
4048;5000;seq;LIKEE;10;341536821;
4048;5000;seq;LIKEE;10;371375057;
4048;5000;seq;LIKEE;10;502909053;
4048;7500;seq;LIKEE;10;330436536;
4048;7500;seq;LIKEE;10;391184290;
4048;7500;seq;LIKEE;10;358111562;
4048;7500;seq;LIKEE;10;393413408;
4048;7500;seq;LIKEE;10;440783438;
4048;10000;seq;LIKEE;10;410031269;
4048;10000;seq;LIKEE;10;377163684;
4048;10000;seq;LIKEE;10;372914990;
4048;10000;seq;LIKEE;10;392337910;
4048;10000;seq;LIKEE;10;375219440;
4048;20000;seq;LIKEE;10;415982819;
4048;20000;seq;LIKEE;10;391305145;
4048;20000;seq;LIKEE;10;439856201;
4048;20000;seq;LIKEE;10;430074699;
4048;20000;seq;LIKEE;10;427266283;
4048;30000;seq;LIKEE;10;414389721;
4048;30000;seq;LIKEE;10;421621810;
4048;30000;seq;LIKEE;10;420496195;
4048;30000;seq;LIKEE;10;421875503;
4048;30000;seq;LIKEE;10;408096132;
4048;50000;seq;LIKEE;10;527439127;
4048;50000;seq;LIKEE;10;477981922;
4048;50000;seq;LIKEE;10;448768806;
4048;50000;seq;LIKEE;10;448652163;
4048;50000;seq;LIKEE;10;443013898;
4048;75000;seq;LIKEE;10;605010379;
4048;75000;seq;LIKEE;10;580863046;
4048;75000;seq;LIKEE;10;614376263;
4048;75000;seq;LIKEE;10;524203057;
4048;75000;seq;LIKEE;10;510084566;
4048;100000;seq;LIKEE;10;675167795;
4048;100000;seq;LIKEE;10;669251259;
4048;100000;seq;LIKEE;10;681207645;
4048;100000;seq;LIKEE;10;716149770;
4048;100000;seq;LIKEE;10;691091936;
4048;200000;seq;LIKEE;10;922775714;
4048;200000;seq;LIKEE;10;915892307;
4048;200000;seq;LIKEE;10;858862630;
4048;200000;seq;LIKEE;10;860843386;
4048;200000;seq;LIKEE;10;871955078;
4048;250000;seq;LIKEE;10;1131042600;
4048;250000;seq;LIKEE;10;1057702367;
4048;250000;seq;LIKEE;10;1066201544;
4048;250000;seq;LIKEE;10;1063670694;
4048;250000;seq;LIKEE;10;1082808538;
