DB;100;seq;LIKEE;100;1;102325436;577900
DB;200;seq;LIKEE;100;1;112095148;860343
DB;500;seq;LIKEE;100;1;111183776;503551
DB;1000;seq;LIKEE;100;2;77059739;994163
DB;2000;seq;LIKEE;100;11;78626771;1027355
DB;5000;seq;LIKEE;100;11;80129845;2122359
DB;7500;seq;LIKEE;100;11;107808045;2346059
DB;10000;seq;LIKEE;100;12;109588771;3784352
DB;15000;seq;LIKEE;100;111;83115578;5158700
DB;20000;seq;LIKEE;100;111;87601793;6629225
DB;25000;seq;LIKEE;100;111;83104662;7152398
DB;30000;seq;LIKEE;100;111;98749309;7597215
DB;40000;seq;LIKEE;100;111;124951821;10846552
DB;50000;seq;LIKEE;100;111;129247280;11894566
DB;75000;seq;LIKEE;100;111;106472073;18645306
DB;100000;seq;LIKEE;100;112;86520184;23455671
DB;150000;seq;LIKEE;100;1111;131512158;39378811
DB;200000;seq;LIKEE;100;1111;149865810;54778997
DB;250000;seq;LIKEE;100;1111;170298579;66120624
DB;500000;seq;LIKEE;100;1111;277867396;132815599
