JAVA;100;seq;LIKEE;100;1;470800;69609
JAVA;200;seq;LIKEE;100;1;656569;180312
JAVA;500;seq;LIKEE;100;1;798428;534503
JAVA;1000;seq;LIKEE;100;2;1251516;641007
JAVA;2000;seq;LIKEE;100;11;1996868;726661
JAVA;5000;seq;LIKEE;100;11;2915716;2598436
JAVA;7500;seq;LIKEE;100;11;5026976;2996651
JAVA;10000;seq;LIKEE;100;12;5501299;4490104
JAVA;15000;seq;LIKEE;100;111;6755726;4885824
JAVA;20000;seq;LIKEE;100;111;11413186;7830834
JAVA;25000;seq;LIKEE;100;111;10637707;7188270
JAVA;30000;seq;LIKEE;100;111;13190471;9937310
JAVA;40000;seq;LIKEE;100;111;17112462;10694243
JAVA;50000;seq;LIKEE;100;111;24262570;14724633
JAVA;75000;seq;LIKEE;100;111;31386732;18400714
JAVA;100000;seq;LIKEE;100;112;35070689;28878223
JAVA;150000;seq;LIKEE;100;1111;45049964;41171310
JAVA;200000;seq;LIKEE;100;1111;61673104;54116018
JAVA;250000;seq;LIKEE;100;1111;79368296;67489618
JAVA;500000;seq;LIKEE;100;1111;151152393;137817907
JAVA;1000000;seq;LIKEE;100;1112;274378604;322806134
