JAVA;100;seq;LIKEE;100;1;488194;70103
JAVA;200;seq;LIKEE;100;1;521448;113880
JAVA;500;seq;LIKEE;100;1;3368373;342405
JAVA;1000;seq;LIKEE;100;2;1234182;1088088
JAVA;2000;seq;LIKEE;100;11;3468499;2116020
JAVA;5000;seq;LIKEE;100;11;4398444;2574424
JAVA;7500;seq;LIKEE;100;11;6548749;7076880
JAVA;10000;seq;LIKEE;100;12;6729457;6656547
JAVA;15000;seq;LIKEE;100;111;10786460;6766802
JAVA;20000;seq;LIKEE;100;111;16758418;9722600
JAVA;25000;seq;LIKEE;100;111;11119379;8787153
JAVA;30000;seq;LIKEE;100;111;20274782;12453663
JAVA;40000;seq;LIKEE;100;111;23747316;15206331
JAVA;50000;seq;LIKEE;100;111;25294123;15217391
JAVA;75000;seq;LIKEE;100;111;37830373;25909580
JAVA;100000;seq;LIKEE;100;112;45102683;35130728
JAVA;150000;seq;LIKEE;100;1111;61353722;53976741
JAVA;200000;seq;LIKEE;100;1111;80451589;82020511
JAVA;250000;seq;LIKEE;100;1111;93180326;86996143
JAVA;500000;seq;LIKEE;100;1111;186940990;175338403
