4048;100;seq;LIKEE;0;1798362;;100
4048;100;seq;LIKEE;0;3405494;;100
4048;100;seq;LIKEE;0;1359062;;100
4048;100;seq;LIKEE;0;1627283;;100
4048;100;seq;LIKEE;0;1144764;;100
4048;500;seq;LIKEE;0;4114533;;500
4048;500;seq;LIKEE;0;2247152;;500
4048;500;seq;LIKEE;0;1397370;;500
4048;500;seq;LIKEE;0;1376852;;500
4048;500;seq;LIKEE;0;2759729;;500
4048;1000;seq;LIKEE;0;3075142;;1000
4048;1000;seq;LIKEE;0;3340193;;1000
4048;1000;seq;LIKEE;0;10318830;;1000
4048;1000;seq;LIKEE;0;4396324;;1000
4048;1000;seq;LIKEE;0;2479042;;1000
4048;2000;seq;LIKEE;0;6693912;;2000
4048;2000;seq;LIKEE;0;4214330;;2000
4048;2000;seq;LIKEE;0;11887420;;2000
4048;2000;seq;LIKEE;0;8763929;;2000
4048;2000;seq;LIKEE;0;4284678;;2000
4048;5000;seq;LIKEE;0;17869010;;5000
4048;5000;seq;LIKEE;0;25928872;;5000
4048;5000;seq;LIKEE;0;16050623;;5000
4048;5000;seq;LIKEE;0;19320048;;5000
4048;5000;seq;LIKEE;0;14168862;;5000
4048;7500;seq;LIKEE;0;26434941;;7500
4048;7500;seq;LIKEE;0;27281016;;7500
4048;7500;seq;LIKEE;0;25274634;;7500
4048;7500;seq;LIKEE;0;23501977;;7500
4048;7500;seq;LIKEE;0;21864952;;7500
4048;10000;seq;LIKEE;0;71641861;;10000
4048;10000;seq;LIKEE;0;60537009;;10000
4048;10000;seq;LIKEE;0;52161697;;10000
4048;10000;seq;LIKEE;0;57045463;;10000
4048;10000;seq;LIKEE;0;60130378;;10000
4048;20000;seq;LIKEE;0;109729991;;20000
4048;20000;seq;LIKEE;0;88006637;;20000
4048;20000;seq;LIKEE;0;110424742;;20000
4048;20000;seq;LIKEE;0;89272932;;20000
4048;20000;seq;LIKEE;0;102412957;;20000
4048;30000;seq;LIKEE;0;58075538;;30000
4048;30000;seq;LIKEE;0;82060466;;30000
4048;30000;seq;LIKEE;0;64316245;;30000
4048;30000;seq;LIKEE;0;69637498;;30000
4048;30000;seq;LIKEE;0;73081725;;30000
4048;50000;seq;LIKEE;0;127303483;;50000
4048;50000;seq;LIKEE;0;149659699;;50000
4048;50000;seq;LIKEE;0;97804583;;50000
4048;50000;seq;LIKEE;0;127560043;;50000
4048;50000;seq;LIKEE;0;124542278;;50000
4048;75000;seq;LIKEE;0;165809712;;75000
4048;75000;seq;LIKEE;0;149969175;;75000
4048;75000;seq;LIKEE;0;153654015;;75000
4048;75000;seq;LIKEE;0;173170778;;75000
4048;75000;seq;LIKEE;0;184359099;;75000
4048;100000;seq;LIKEE;0;292904966;;100000
4048;100000;seq;LIKEE;0;309691498;;100000
4048;100000;seq;LIKEE;0;321070591;;100000
4048;100000;seq;LIKEE;0;349821719;;100000
4048;100000;seq;LIKEE;0;982532609;;100000
4048;200000;seq;LIKEE;0;2288228977;;200000
4048;200000;seq;LIKEE;0;660873975;;200000
4048;200000;seq;LIKEE;0;2234242322;;200000
4048;200000;seq;LIKEE;0;2339616828;;200000
4048;200000;seq;LIKEE;0;2236612038;;200000
4048;250000;seq;LIKEE;0;3050671904;;250000
4048;250000;seq;LIKEE;0;2730285294;;250000
4048;250000;seq;LIKEE;0;2854692489;;250000
4048;250000;seq;LIKEE;0;2974742583;;250000
4048;250000;seq;LIKEE;0;2777147604;;250000
