1024;100;seq;LIKEE;0;940680;;100
1024;100;seq;LIKEE;0;950757;;100
1024;100;seq;LIKEE;0;1234397;;100
1024;100;seq;LIKEE;0;1310159;;100
1024;100;seq;LIKEE;0;1040495;;100
1024;500;seq;LIKEE;0;1959624;;500
1024;500;seq;LIKEE;0;4833401;;500
1024;500;seq;LIKEE;0;1944079;;500
1024;500;seq;LIKEE;0;2179264;;500
1024;500;seq;LIKEE;0;1691820;;500
1024;1000;seq;LIKEE;0;4814590;;1000
1024;1000;seq;LIKEE;0;2383900;;1000
1024;1000;seq;LIKEE;0;3372645;;1000
1024;1000;seq;LIKEE;0;3154925;;1000
1024;1000;seq;LIKEE;0;6809836;;1000
1024;2000;seq;LIKEE;0;6433216;;2000
1024;2000;seq;LIKEE;0;6335892;;2000
1024;2000;seq;LIKEE;0;6362031;;2000
1024;2000;seq;LIKEE;0;6687110;;2000
1024;2000;seq;LIKEE;0;5683571;;2000
1024;5000;seq;LIKEE;0;13747590;;5000
1024;5000;seq;LIKEE;0;17338086;;5000
1024;5000;seq;LIKEE;0;16861173;;5000
1024;5000;seq;LIKEE;0;15297388;;5000
1024;5000;seq;LIKEE;0;13429936;;5000
1024;7500;seq;LIKEE;0;18285315;;7500
1024;7500;seq;LIKEE;0;29714056;;7500
1024;7500;seq;LIKEE;0;26784301;;7500
1024;7500;seq;LIKEE;0;26650376;;7500
1024;7500;seq;LIKEE;0;43211736;;7500
1024;10000;seq;LIKEE;0;50815065;;10000
1024;10000;seq;LIKEE;0;65377576;;10000
1024;10000;seq;LIKEE;0;57810963;;10000
1024;10000;seq;LIKEE;0;65425576;;10000
1024;10000;seq;LIKEE;0;68527080;;10000
1024;20000;seq;LIKEE;0;109692273;;20000
1024;20000;seq;LIKEE;0;104735384;;20000
1024;20000;seq;LIKEE;0;101337971;;20000
1024;20000;seq;LIKEE;0;88012007;;20000
1024;20000;seq;LIKEE;0;107299930;;20000
1024;30000;seq;LIKEE;0;67025730;;30000
1024;30000;seq;LIKEE;0;68067815;;30000
1024;30000;seq;LIKEE;0;74891427;;30000
1024;30000;seq;LIKEE;0;68039341;;30000
1024;30000;seq;LIKEE;0;76131175;;30000
1024;50000;seq;LIKEE;0;88406929;;50000
1024;50000;seq;LIKEE;0;108522210;;50000
1024;50000;seq;LIKEE;0;102388640;;50000
1024;50000;seq;LIKEE;0;126793586;;50000
1024;50000;seq;LIKEE;0;123543780;;50000
1024;75000;seq;LIKEE;0;153339657;;75000
1024;75000;seq;LIKEE;0;167017619;;75000
1024;75000;seq;LIKEE;0;172339783;;75000
1024;75000;seq;LIKEE;0;151253938;;75000
1024;75000;seq;LIKEE;0;175949681;;75000
1024;100000;seq;LIKEE;0;323023285;;100000
1024;100000;seq;LIKEE;0;204857174;;100000
1024;100000;seq;LIKEE;0;327731508;;100000
1024;100000;seq;LIKEE;0;327893206;;100000
1024;100000;seq;LIKEE;0;311484527;;100000
1024;200000;seq;LIKEE;0;3244048423;;200000
1024;200000;seq;LIKEE;0;2561531242;;200000
1024;200000;seq;LIKEE;0;2477875890;;200000
1024;200000;seq;LIKEE;0;2311013995;;200000
1024;200000;seq;LIKEE;0;2452578768;;200000
1024;250000;seq;LIKEE;0;1913643101;;250000
1024;250000;seq;LIKEE;0;2003593412;;250000
1024;250000;seq;LIKEE;0;1814371227;;250000
1024;250000;seq;LIKEE;0;1724452804;;250000
1024;250000;seq;LIKEE;0;1737581028;;250000
