3072;DB;100;seq;LIKEE;1;12;107871108;5253017
3072;DB;200;seq;LIKEE;1;111;133114053;5808744
3072;DB;500;seq;LIKEE;1;111;132673183;5060349
3072;DB;1000;seq;LIKEE;1;112;121765062;6268088
3072;DB;2000;seq;LIKEE;1;1111;142763802;12285616
3072;DB;5000;seq;LIKEE;1;1111;106296712;12211800
3072;DB;7500;seq;LIKEE;1;1111;98123510;10014198
3072;DB;10000;seq;LIKEE;1;1112;101512602;10221370
3072;DB;15000;seq;LIKEE;1;6112;138869687;43851997
3072;DB;20000;seq;LIKEE;1;11111;196279868;69014514
3072;DB;25000;seq;LIKEE;1;11111;178918260;76564399
3072;DB;30000;seq;LIKEE;1;11111;181658067;77951716
3072;DB;40000;seq;LIKEE;1;11111;181550767;72483295
3072;DB;50000;seq;LIKEE;1;11111;254957171;71559050
3072;DB;75000;seq;LIKEE;1;11111;203867801;67327431
3072;DB;100000;seq;LIKEE;1;11112;274764590;76383775
3072;DB;150000;seq;LIKEE;1;61112;590170547;379418930
3072;DB;200000;seq;LIKEE;1;111111;1872908461;693496756
3072;DB;250000;seq;LIKEE;1;111111;2891338999;733654136
3072;DB;500000;seq;LIKEE;1;111111;3871058735;766602105
