3072;JAVA;100;seq;LIKEE;1000;0;323616;1070064
3072;JAVA;200;seq;LIKEE;1000;0;654589;298326
3072;JAVA;500;seq;LIKEE;1000;0;711531;268520
3072;JAVA;1000;seq;LIKEE;1000;1;1044520;322211
3072;JAVA;2000;seq;LIKEE;1000;1;1815655;631149
3072;JAVA;5000;seq;LIKEE;1000;1;3673024;1404460
3072;JAVA;7500;seq;LIKEE;1000;1;4672344;3052044
3072;JAVA;10000;seq;LIKEE;1000;2;6284180;4015446
3072;JAVA;15000;seq;LIKEE;1000;11;7338496;4986254
3072;JAVA;20000;seq;LIKEE;1000;11;9786347;6127175
3072;JAVA;25000;seq;LIKEE;1000;11;10823197;6531245
3072;JAVA;30000;seq;LIKEE;1000;11;12225145;7610795
3072;JAVA;40000;seq;LIKEE;1000;11;17877514;10864990
3072;JAVA;50000;seq;LIKEE;1000;11;22489900;11244010
3072;JAVA;75000;seq;LIKEE;1000;11;25517350;18362126
3072;JAVA;100000;seq;LIKEE;1000;12;33784313;26869331
3072;JAVA;150000;seq;LIKEE;1000;111;42859453;37694815
3072;JAVA;200000;seq;LIKEE;1000;111;55611826;51150827
3072;JAVA;250000;seq;LIKEE;1000;111;78119908;64266866
3072;JAVA;500000;seq;LIKEE;1000;111;131765185;126905532
