256;DB;100;seq;LIKEE;1000;0;105733779;780477
256;DB;200;seq;LIKEE;1000;0;100878233;1398699
256;DB;500;seq;LIKEE;1000;0;96269906;1344233
256;DB;1000;seq;LIKEE;1000;1;106815839;488146
256;DB;2000;seq;LIKEE;1000;1;126562193;3549090
256;DB;5000;seq;LIKEE;1000;1;107394344;1286237
256;DB;7500;seq;LIKEE;1000;1;79478728;1781787
256;DB;10000;seq;LIKEE;1000;2;110978111;1921703
256;DB;15000;seq;LIKEE;1000;11;107059859;3061604
256;DB;20000;seq;LIKEE;1000;11;94437437;3939948
256;DB;25000;seq;LIKEE;1000;11;87695836;4702615
256;DB;30000;seq;LIKEE;1000;11;84483871;6030907
256;DB;40000;seq;LIKEE;1000;11;88620391;7322676
256;DB;50000;seq;LIKEE;1000;11;100298769;9081462
256;DB;75000;seq;LIKEE;1000;11;114177739;13868212
