1024;DB;100000;seq;LIKEE;1;11112;240386521;79315701
1024;DB;150000;seq;LIKEE;1;61112;627947506;613644750
1024;DB;200000;seq;LIKEE;1;111111;1824527099;1205557506
1024;DB;250000;seq;LIKEE;1;111111;2898041188;1114415188
1536;DB;100000;seq;LIKEE;1;11112;267230413;69671493
1536;DB;150000;seq;LIKEE;1;61112;603521004;421233731
1536;DB;200000;seq;LIKEE;1;111111;1703350035;1167858874
1536;DB;250000;seq;LIKEE;1;111111;1514725970;1129931813
2048;DB;100000;seq;LIKEE;1;11112;227093600;80651259
2048;DB;150000;seq;LIKEE;1;61112;544087551;415963657
2048;DB;200000;seq;LIKEE;1;111111;1826756637;856952904
2048;DB;250000;seq;LIKEE;1;111111;1123351861;1070505540
2048;DB;500000;seq;LIKEE;1;111111;1179419467;1035142697
3072;DB;100000;seq;LIKEE;1;11112;223306882;76419677
3072;DB;150000;seq;LIKEE;1;61112;544062042;404159326
3072;DB;200000;seq;LIKEE;1;111111;2193400653;729301352
3072;DB;250000;seq;LIKEE;1;111111;2857009785;751711728
3072;DB;500000;seq;LIKEE;1;111111;4025143242;795147179
4048;DB;100000;seq;LIKEE;1;11112;245487844;79235173
4048;DB;150000;seq;LIKEE;1;61112;604808445;386506744
4048;DB;200000;seq;LIKEE;1;111111;1922108271;653700892
4048;DB;250000;seq;LIKEE;1;111111;2909162385;694354492
4048;DB;500000;seq;LIKEE;1;111111;1020674547;748966956
4048;DB;1000000;seq;LIKEE;1;111112;1859239554;810786882
512;DB;100000;seq;LIKEE;1;11112;201392432;85853138
512;DB;150000;seq;LIKEE;1;61112;676738696;825949968
6144;DB;100000;seq;LIKEE;1;11112;229185223;81093214
6144;DB;150000;seq;LIKEE;1;61112;522987459;410296195
6144;DB;200000;seq;LIKEE;1;111111;2232827489;879485990
6144;DB;250000;seq;LIKEE;1;111111;3058980987;774325557
6144;DB;500000;seq;LIKEE;1;111111;1019062167;788896439
6144;DB;1000000;seq;LIKEE;1;111112;2616123087;965209521
8096;DB;100000;seq;LIKEE;1;11112;1511853730;88311243
8096;DB;150000;seq;LIKEE;1;61112;505948970;379700320
8096;DB;200000;seq;LIKEE;1;111111;1836732954;660718820
8096;DB;250000;seq;LIKEE;1;111111;3146911180;726853004
8096;DB;500000;seq;LIKEE;1;111111;951159518;714464103
8096;DB;1000000;seq;LIKEE;1;111112;1079924166;884530271

